2025-02-19T21:41:32.155+03:00,1.71
2025-02-19T21:41:58.846+03:00,3.42
2025-02-19T21:42:10.903+03:00,1.01
2025-02-19T21:42:56.028+03:00,12.5
2025-02-19T21:43:13.906+03:00,1.69
2025-02-19T21:43:34.403+03:00,1.76
2025-02-19T21:43:54.489+03:00,2.15
2025-02-19T21:44:26.414+03:00,6.64
2025-02-19T21:45:03.690+03:00,9.91
2025-02-19T21:45:26.735+03:00,1.86
2025-02-19T21:45:42.055+03:00,1.05
2025-02-19T21:46:25.635+03:00,11.89
2025-02-19T21:47:06.183+03:00,12.64
2025-02-19T21:47:29.249+03:00,1.72
2025-02-19T21:47:48.969+03:00,1.49
2025-02-19T21:48:11.128+03:00,1.45
2025-02-19T21:48:24.014+03:00,1
2025-02-19T21:48:43.813+03:00,1.93
2025-02-19T21:50:38.439+03:00,6
2025-02-19T21:51:12.154+03:00,3.98
2025-02-19T21:51:28.766+03:00,1.25
2025-02-19T21:51:55.915+03:00,3.99
2025-02-19T21:52:17.221+03:00,1.26
2025-02-19T21:52:33.001+03:00,1.01
2025-02-19T21:52:53.162+03:00,1.59
2025-02-19T21:53:35.879+03:00,11.32
2025-02-19T21:53:53.668+03:00,1.47
2025-02-19T21:54:09.335+03:00,1.37
2025-02-19T21:54:36.795+03:00,4.22
2025-02-19T21:54:49.462+03:00,1.03
2025-02-19T21:55:03.115+03:00,1.27
2025-02-19T21:55:17.452+03:00,1.3
2025-02-19T21:55:40.405+03:00,2.1
2025-02-19T21:56:01.942+03:00,1.62
2025-02-19T21:56:18.658+03:00,2.23
2025-02-19T21:56:53.971+03:00,6.41
2025-02-19T21:57:11.071+03:00,1.51
2025-02-19T21:57:59.645+03:00,28.68
2025-02-19T21:58:30.195+03:00,4.01
2025-02-19T21:58:49.052+03:00,1.9
2025-02-19T21:59:07.008+03:00,1.67
2025-02-19T21:59:20.912+03:00,1.29
2025-02-19T21:59:54.449+03:00,7.29
2025-02-19T22:00:31.263+03:00,5.56
2025-02-19T22:00:47.704+03:00,1.03
2025-02-19T22:01:12.496+03:00,3.21
2025-02-19T22:01:38.458+03:00,3.23
2025-02-19T22:02:12.600+03:00,7.82
2025-02-19T22:02:30.143+03:00,1.36
2025-02-19T22:02:43.754+03:00,1.09
2025-02-19T22:03:02.655+03:00,1.86
2025-02-19T22:03:16.887+03:00,1.22
2025-02-19T22:03:33.124+03:00,1.57
2025-02-19T22:03:47.029+03:00,1.37
2025-02-19T22:04:13.698+03:00,4.41
2025-02-19T22:05:03.858+03:00,22.14
2025-02-19T22:05:24.718+03:00,1.41
2025-02-19T22:05:35.672+03:00,1.25
2025-02-19T22:06:00.603+03:00,3.46
2025-02-19T22:06:18.106+03:00,1.47
2025-02-19T22:06:35.654+03:00,1.94
2025-02-19T22:07:00.855+03:00,3.85
2025-02-19T22:07:23.506+03:00,2.83
2025-02-19T22:07:40.476+03:00,1.71
2025-02-19T22:08:05.200+03:00,3.63
2025-02-19T22:08:24.769+03:00,1.95
2025-02-19T22:08:35.844+03:00,1
2025-02-19T22:09:19.601+03:00,19.66
2025-02-19T22:10:04.167+03:00,16.75
2025-02-19T22:10:45.836+03:00,13.78
2025-02-19T22:11:14.687+03:00,4.01
2025-02-19T22:11:38.376+03:00,3.11
2025-02-19T22:12:01.472+03:00,2.16
2025-02-19T22:12:19.109+03:00,1.65
2025-02-19T22:12:35.908+03:00,1.69
2025-02-19T22:12:56.485+03:00,2.49
2025-02-19T22:13:29.175+03:00,5.09
2025-02-19T22:14:01.395+03:00,4.27
